state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
illinois,1987,1.43,0.39,0.88,2.71,338.962963,77.39534884,182.7088402,578.1333333
illinois,1986,1.42,0.39,0.91,2.72,336.5925926,77.39534884,188.9375507,580.2666667
illinois,1985,1.39,0.38,0.99,2.76,329.4814815,75.41085271,205.5474453,588.8
illinois,1984,1.41,0.37,1.02,2.8,334.2222222,73.42635659,211.7761557,597.3333333
illinois,1983,1.43,0.35,1.03,2.82,338.962963,69.45736434,213.8523925,601.6
illinois,1982,1.42,0.35,1.07,2.84,336.5925926,69.45736434,222.1573398,605.8666667
illinois,1981,1.44,0.35,1.12,2.91,341.3333333,69.45736434,232.5385239,620.8
illinois,1980,1.42,0.33,1.23,2.99,336.5925926,65.48837209,255.377129,637.8666667
illinois,1979,1.42,0.32,1.15,2.89,336.5925926,63.50387597,238.7672344,616.5333333
illinois,1978,1.35,0.31,1.17,2.83,320,61.51937984,242.919708,603.7333333
illinois,1977,1.32,0.3,1.2,2.82,312.8888889,59.53488372,249.1484185,601.6
indiana,2018,0.96,0.29,0.9,2.15,227.5555556,57.5503876,186.8613139,458.6666667
indiana,2017,0.97,0.29,0.85,2.11,229.9259259,57.5503876,176.4801298,450.1333333
indiana,2016,0.98,0.29,0.89,2.17,232.2962963,57.5503876,184.785077,462.9333333
indiana,2015,0.98,0.28,0.88,2.14,232.2962963,55.56589147,182.7088402,456.5333333
indiana,2014,0.98,0.27,0.8,2.05,232.2962963,53.58139535,166.0989457,437.3333333
indiana,2013,1,0.28,0.81,2.09,237.037037,55.56589147,168.1751825,445.8666667
indiana,2012,1.02,0.28,0.79,2.08,241.7777778,55.56589147,164.0227088,443.7333333
indiana,2011,1.02,0.27,0.73,2.02,241.7777778,53.58139535,151.5652879,430.9333333
indiana,2010,1.03,0.26,0.74,2.03,244.1481481,51.59689922,153.6415247,433.0666667
indiana,2009,1.08,0.25,0.72,2.05,256,49.6124031,149.4890511,437.3333333
indiana,2008,1.1,0.24,0.73,2.08,260.7407407,47.62790698,151.5652879,443.7333333
indiana,2007,1.13,0.24,0.72,2.09,267.8518519,47.62790698,149.4890511,445.8666667
indiana,2006,1.09,0.25,0.66,2,258.3703704,49.6124031,137.0316302,426.6666667
indiana,2005,1.11,0.22,0.68,2.01,263.1111111,43.65891473,141.1841038,428.8
indiana,2004,1.14,0.22,0.65,2.01,270.2222222,43.65891473,134.9553933,428.8
indiana,2003,1.11,0.21,0.64,1.96,263.1111111,41.6744186,132.8791565,418.1333333
indiana,2002,1.13,0.2,0.6,1.93,267.8518519,39.68992248,124.5742092,411.7333333
indiana,2001,1.15,0.19,0.62,1.96,272.5925926,37.70542636,128.7266829,418.1333333
indiana,2000,1.16,0.2,0.61,1.98,274.962963,39.68992248,126.6504461,422.4
indiana,1999,1.16,0.19,0.59,1.94,274.962963,37.70542636,122.4979724,413.8666667
indiana,1998,1.14,0.19,0.58,1.91,270.2222222,37.70542636,120.4217356,407.4666667
indiana,1997,1.09,0.18,0.59,1.85,258.3703704,35.72093023,122.4979724,394.6666667
indiana,1996,1.09,0.2,0.57,1.86,258.3703704,39.68992248,118.3454988,396.8
indiana,1995,1.14,0.2,0.58,1.92,270.2222222,39.68992248,120.4217356,409.6
indiana,1994,1.15,0.2,0.59,1.94,272.5925926,39.68992248,122.4979724,413.8666667
indiana,1993,1.15,0.19,0.64,1.98,272.5925926,37.70542636,132.8791565,422.4
indiana,1992,1.16,0.2,0.58,1.95,274.962963,39.68992248,120.4217356,416
indiana,1991,1.22,0.19,0.6,2,289.1851852,37.70542636,124.5742092,426.6666667
indiana,1990,1.26,0.2,0.63,2.09,298.6666667,39.68992248,130.8029197,445.8666667
indiana,1989,1.23,0.2,0.64,2.07,291.5555556,39.68992248,132.8791565,441.6
indiana,1988,1.25,0.21,0.67,2.13,296.2962963,41.6744186,139.107867,454.4
indiana,1987,1.26,0.23,0.67,2.16,298.6666667,45.64341085,139.107867,460.8
indiana,1986,1.26,0.23,0.67,2.17,298.6666667,45.64341085,139.107867,462.9333333
indiana,1985,1.26,0.22,0.73,2.2,298.6666667,43.65891473,151.5652879,469.3333333
indiana,1984,1.27,0.21,0.73,2.21,301.037037,41.6744186,151.5652879,471.4666667
indiana,1983,1.28,0.19,0.73,2.2,303.4074074,37.70542636,151.5652879,469.3333333
indiana,1982,1.29,0.19,0.76,2.24,305.7777778,37.70542636,157.7939984,477.8666667
indiana,1981,1.29,0.18,0.78,2.24,305.7777778,35.72093023,161.946472,477.8666667
indiana,1980,1.26,0.17,0.77,2.21,298.6666667,33.73643411,159.8702352,471.4666667
indiana,1979,1.21,0.15,0.78,2.15,286.8148148,29.76744186,161.946472,458.6666667
indiana,1978,1.18,0.15,0.78,2.12,279.7037037,29.76744186,161.946472,452.2666667
indiana,1977,1.13,0.14,0.77,2.03,267.8518519,27.78294574,159.8702352,433.0666667
iowa,2018,1.24,0.23,0.92,2.39,293.9259259,45.64341085,191.0137875,509.8666667
iowa,2017,1.27,0.24,0.89,2.4,301.037037,47.62790698,184.785077,512
iowa,2016,1.3,0.23,0.87,2.4,308.1481481,45.64341085,180.6326034,512
iowa,2015,1.31,0.22,0.83,2.36,310.5185185,43.65891473,172.3276561,503.4666667
iowa,2014,1.34,0.21,0.81,2.37,317.6296296,41.6744186,168.1751825,505.6
iowa,2013,1.33,0.22,0.79,2.34,315.2592593,43.65891473,164.0227088,499.2
iowa,2012,1.36,0.23,0.81,2.4,322.3703704,45.64341085,168.1751825,512
iowa,2011,1.38,0.21,0.78,2.37,327.1111111,41.6744186,161.946472,505.6
iowa,2010,1.39,0.18,0.73,2.3,329.4814815,35.72093023,151.5652879,490.6666667
iowa,2009,1.42,0.18,0.72,2.31,336.5925926,35.72093023,149.4890511,492.8
iowa,2008,1.43,0.17,0.7,2.3,338.962963,33.73643411,145.3365775,490.6666667
iowa,2007,1.41,0.17,0.67,2.25,334.2222222,33.73643411,139.107867,480
iowa,2006,1.39,0.16,0.65,2.2,329.4814815,31.75193798,134.9553933,469.3333333
iowa,2005,1.4,0.16,0.61,2.16,331.8518519,31.75193798,126.6504461,460.8
iowa,2004,1.39,0.16,0.57,2.12,329.4814815,31.75193798,118.3454988,452.2666667
iowa,2003,1.38,0.15,0.54,2.07,327.1111111,29.76744186,112.1167883,441.6
iowa,2002,1.38,0.14,0.51,2.04,327.1111111,27.78294574,105.8880779,435.2
iowa,2001,1.36,0.13,0.5,1.99,322.3703704,25.79844961,103.811841,424.5333333
iowa,2000,1.35,0.13,0.5,1.98,320,25.79844961,103.811841,422.4
iowa,1999,1.34,0.13,0.48,1.95,317.6296296,25.79844961,99.6593674,416
iowa,1998,1.31,0.12,0.46,1.9,310.5185185,23.81395349,95.50689376,405.3333333
iowa,1997,1.28,0.12,0.45,1.85,303.4074074,23.81395349,93.43065693,394.6666667
iowa,1996,1.28,0.12,0.45,1.85,303.4074074,23.81395349,93.43065693,394.6666667
iowa,1995,1.26,0.11,0.44,1.8,298.6666667,21.82945736,91.35442011,384
iowa,1994,1.3,0.1,0.44,1.84,308.1481481,19.84496124,91.35442011,392.5333333
iowa,1993,1.28,0.11,0.48,1.87,303.4074074,21.82945736,99.6593674,398.9333333
iowa,1992,1.31,0.13,0.46,1.9,310.5185185,25.79844961,95.50689376,405.3333333
iowa,1991,1.32,0.16,0.52,2.01,312.8888889,31.75193798,107.9643147,428.8
iowa,1990,1.34,0.18,0.54,2.06,317.6296296,35.72093023,112.1167883,439.4666667
iowa,1989,1.3,0.19,0.52,2.01,308.1481481,37.70542636,107.9643147,428.8
iowa,1988,1.32,0.2,0.53,2.06,312.8888889,39.68992248,110.0405515,439.4666667
iowa,1987,1.34,0.22,0.59,2.14,317.6296296,43.65891473,122.4979724,456.5333333
iowa,1986,1.35,0.2,0.54,2.09,320,39.68992248,112.1167883,445.8666667
iowa,1985,1.33,0.14,0.58,2.06,315.2592593,27.78294574,120.4217356,439.4666667
iowa,1984,1.39,0.12,0.62,2.13,329.4814815,23.81395349,128.7266829,454.4
iowa,1983,1.4,0.13,0.65,2.18,331.8518519,25.79844961,134.9553933,465.0666667
iowa,1982,1.4,0.13,0.65,2.19,331.8518519,25.79844961,134.9553933,467.2
iowa,1981,1.44,0.13,0.69,2.26,341.3333333,25.79844961,143.2603406,482.1333333
iowa,1980,1.41,0.13,0.71,2.25,334.2222222,25.79844961,147.4128143,480
iowa,1979,1.4,0.11,0.71,2.22,331.8518519,21.82945736,147.4128143,473.6
iowa,1978,1.38,0.11,0.74,2.23,327.1111111,21.82945736,153.6415247,475.7333333
iowa,1977,1.33,0.1,0.74,2.17,315.2592593,19.84496124,153.6415247,462.9333333
kansas,2018,0.99,0.14,0.79,1.92,234.6666667,27.78294574,164.0227088,409.6
kansas,2017,1.03,0.14,0.8,1.98,244.1481481,27.78294574,166.0989457,422.4
kansas,2016,1.02,0.14,0.75,1.92,241.7777778,27.78294574,155.7177616,409.6
kansas,2015,1.03,0.14,0.74,1.91,244.1481481,27.78294574,153.6415247,407.4666667
kansas,2014,1.04,0.14,0.75,1.93,246.5185185,27.78294574,155.7177616,411.7333333
kansas,2013,0.99,0.14,0.76,1.88,234.6666667,27.78294574,157.7939984,401.0666667
kansas,2012,1.09,0.14,0.72,1.95,258.3703704,27.78294574,149.4890511,416
kansas,2011,1.07,0.14,0.69,1.9,253.6296296,27.78294574,143.2603406,405.3333333
kansas,2010,1.13,0.14,0.68,1.95,267.8518519,27.78294574,141.1841038,416
kansas,2009,1.18,0.14,0.67,1.99,279.7037037,27.78294574,139.107867,424.5333333
kansas,2008,1.22,0.14,0.65,2.01,289.1851852,27.78294574,134.9553933,428.8
kansas,2007,1.17,0.15,0.64,1.96,277.3333333,29.76744186,132.8791565,418.1333333
kansas,2006,1.14,0.18,0.61,1.94,270.2222222,35.72093023,126.6504461,413.8666667
kansas,2005,1.14,0.18,0.57,1.89,270.2222222,35.72093023,118.3454988,403.2
kansas,2004,1.14,0.16,0.56,1.86,270.2222222,31.75193798,116.269262,396.8
kansas,2003,1.16,0.17,0.56,1.89,274.962963,33.73643411,116.269262,403.2
kansas,2002,1.19,0.15,0.54,1.88,282.0740741,29.76744186,112.1167883,401.0666667
kansas,2001,1.12,0.15,0.53,1.8,265.4814815,29.76744186,110.0405515,384
kansas,2000,1.13,0.15,0.53,1.82,267.8518519,29.76744186,110.0405515,388.2666667
kansas,1999,1.12,0.15,0.54,1.81,265.4814815,29.76744186,112.1167883,386.1333333
kansas,1998,1.08,0.13,0.54,1.76,256,25.79844961,112.1167883,375.4666667
kansas,1997,1.08,0.12,0.48,1.67,256,23.81395349,99.6593674,356.2666667
kansas,1996,1.04,0.12,0.49,1.65,246.5185185,23.81395349,101.7356042,352
kansas,1995,1.04,0.12,0.5,1.66,246.5185185,23.81395349,103.811841,354.1333333
kansas,1994,1.12,0.13,0.48,1.73,265.4814815,25.79844961,99.6593674,369.0666667
kansas,1993,1.09,0.14,0.52,1.75,258.3703704,27.78294574,107.9643147,373.3333333
kansas,1992,1.09,0.14,0.55,1.78,258.3703704,27.78294574,114.1930251,379.7333333
kansas,1991,1.15,0.14,0.57,1.85,272.5925926,27.78294574,118.3454988,394.6666667
kansas,1990,1.13,0.13,0.53,1.79,267.8518519,25.79844961,110.0405515,381.8666667
kansas,1989,1.13,0.13,0.55,1.81,267.8518519,25.79844961,114.1930251,386.1333333
kansas,1988,1.13,0.22,0.57,1.92,267.8518519,43.65891473,118.3454988,409.6
kansas,1987,1.14,0.17,0.57,1.88,270.2222222,33.73643411,118.3454988,401.0666667
kansas,1986,1.14,0.17,0.6,1.91,270.2222222,33.73643411,124.5742092,407.4666667
kansas,1985,1.18,0.15,0.64,1.97,279.7037037,29.76744186,132.8791565,420.2666667
kansas,1984,1.19,0.14,0.63,1.96,282.0740741,27.78294574,130.8029197,418.1333333
kansas,1983,1.2,0.13,0.64,1.97,284.4444444,25.79844961,132.8791565,420.2666667
kansas,1982,1.22,0.13,0.67,2.03,289.1851852,25.79844961,139.107867,433.0666667
kansas,1981,1.23,0.12,0.7,2.05,291.5555556,23.81395349,145.3365775,437.3333333
kansas,1980,1.22,0.11,0.61,1.95,289.1851852,21.82945736,126.6504461,416
kansas,1979,1.19,0.12,0.74,2.04,282.0740741,23.81395349,153.6415247,435.2
kansas,1978,1.15,0.12,0.65,1.91,272.5925926,23.81395349,134.9553933,407.4666667
kansas,1977,1.14,0.1,0.65,1.9,270.2222222,19.84496124,134.9553933,405.3333333
kentucky,2018,0.93,0.22,0.81,1.95,220.4444444,43.65891473,168.1751825,416
kentucky,2017,0.94,0.21,0.82,1.97,222.8148148,41.6744186,170.2514193,420.2666667
kentucky,2016,0.96,0.22,0.79,1.98,227.5555556,43.65891473,164.0227088,422.4
kentucky,2015,0.99,0.22,0.76,1.97,234.6666667,43.65891473,157.7939984,420.2666667
kentucky,2014,0.94,0.21,0.72,1.88,222.8148148,41.6744186,149.4890511,401.0666667
kentucky,2013,0.95,0.2,0.7,1.85,225.1851852,39.68992248,145.3365775,394.6666667
kentucky,2012,0.97,0.2,0.7,1.87,229.9259259,39.68992248,145.3365775,398.9333333
kentucky,2011,0.94,0.19,0.66,1.79,222.8148148,37.70542636,137.0316302,381.8666667
kentucky,2010,1,0.18,0.66,1.83,237.037037,35.72093023,137.0316302,390.4
kentucky,2009,1.02,0.18,0.65,1.85,241.7777778,35.72093023,134.9553933,394.6666667
kentucky,2008,1.03,0.17,0.65,1.85,244.1481481,33.73643411,134.9553933,394.6666667
kentucky,2007,1.04,0.17,0.63,1.85,246.5185185,33.73643411,130.8029197,394.6666667
kentucky,2006,1.04,0.17,0.62,1.82,246.5185185,33.73643411,128.7266829,388.2666667
kentucky,2005,1.04,0.14,0.61,1.8,246.5185185,27.78294574,126.6504461,384
kentucky,2004,1.07,0.17,0.57,1.81,253.6296296,33.73643411,118.3454988,386.1333333
kentucky,2003,1.03,0.15,0.57,1.75,244.1481481,29.76744186,118.3454988,373.3333333
kentucky,2002,1.08,0.14,0.54,1.77,256,27.78294574,112.1167883,377.6
kentucky,2001,1.04,0.12,0.46,1.63,246.5185185,23.81395349,95.50689376,347.7333333
kentucky,2000,1.07,0.14,0.53,1.74,253.6296296,27.78294574,110.0405515,371.2
kentucky,1999,1.07,0.13,0.54,1.74,253.6296296,25.79844961,112.1167883,371.2
kentucky,1998,1.08,0.13,0.53,1.74,256,25.79844961,110.0405515,371.2
kentucky,1997,1.07,0.13,0.53,1.72,253.6296296,25.79844961,110.0405515,366.9333333
kentucky,1996,1.09,0.13,0.54,1.76,258.3703704,25.79844961,112.1167883,375.4666667
kentucky,1995,1.06,0.11,0.54,1.71,251.2592593,21.82945736,112.1167883,364.8
kentucky,1994,1.08,0.11,0.55,1.73,256,21.82945736,114.1930251,369.0666667
kentucky,1993,1.08,0.1,0.55,1.73,256,19.84496124,114.1930251,369.0666667
kentucky,1992,1.04,0.11,0.56,1.71,246.5185185,21.82945736,116.269262,364.8
kentucky,1991,1.11,0.11,0.56,1.78,263.1111111,21.82945736,116.269262,379.7333333
kentucky,1990,1.12,0.11,0.6,1.83,265.4814815,21.82945736,124.5742092,390.4
kentucky,1989,1.09,0.12,0.57,1.79,258.3703704,23.81395349,118.3454988,381.8666667
kentucky,1988,1.1,0.12,0.6,1.82,260.7407407,23.81395349,124.5742092,388.2666667
kentucky,1987,1.04,0.14,0.6,1.78,246.5185185,27.78294574,124.5742092,379.7333333
kentucky,1986,1.1,0.14,0.63,1.86,260.7407407,27.78294574,130.8029197,396.8
kentucky,1985,1.08,0.14,0.66,1.88,256,27.78294574,137.0316302,401.0666667
kentucky,1984,1.06,0.13,0.68,1.87,251.2592593,25.79844961,141.1841038,398.9333333
kentucky,1983,1.13,0.12,0.7,1.95,267.8518519,23.81395349,145.3365775,416
kentucky,1982,1.14,0.12,0.72,1.99,270.2222222,23.81395349,149.4890511,424.5333333
kentucky,1981,1.13,0.1,0.75,1.99,267.8518519,19.84496124,155.7177616,424.5333333
kentucky,1980,1.08,0.1,0.73,1.91,256,19.84496124,151.5652879,407.4666667
kentucky,1979,1.07,0.09,0.75,1.91,253.6296296,17.86046512,155.7177616,407.4666667
kentucky,1978,1.04,0.09,0.75,1.88,246.5185185,17.86046512,155.7177616,401.0666667
kentucky,1977,1.16,0.09,0.73,1.98,274.962963,17.86046512,151.5652879,422.4
louisiana,2018,1.23,0.34,0.99,2.55,291.5555556,67.47286822,205.5474453,544
louisiana,2017,1.24,0.34,1,2.57,293.9259259,67.47286822,207.6236821,548.2666667
louisiana,2016,1.25,0.34,1,2.59,296.2962963,67.47286822,207.6236821,552.5333333
louisiana,2015,1.27,0.33,0.98,2.59,301.037037,65.48837209,203.4712084,552.5333333
louisiana,2014,1.3,0.33,0.96,2.59,308.1481481,65.48837209,199.3187348,552.5333333
louisiana,2013,1.34,0.32,0.93,2.59,317.6296296,63.50387597,193.0900243,552.5333333
louisiana,2012,1.38,0.32,0.9,2.59,327.1111111,63.50387597,186.8613139,552.5333333
louisiana,2011,1.39,0.3,0.88,2.57,329.4814815,59.53488372,182.7088402,548.2666667
louisiana,2010,1.42,0.28,0.84,2.55,336.5925926,55.56589147,174.4038929,544
louisiana,2009,1.5,0.28,0.85,2.63,355.5555556,55.56589147,176.4801298,561.0666667
louisiana,2008,1.55,0.26,0.83,2.64,367.4074074,51.59689922,172.3276561,563.2
louisiana,2007,1.57,0.27,0.81,2.66,372.1481481,53.58139535,168.1751825,567.4666667
louisiana,2006,1.59,0.25,0.78,2.63,376.8888889,49.6124031,161.946472,561.0666667
louisiana,2005,1.47,0.24,0.71,2.41,348.4444444,47.62790698,147.4128143,514.1333333
louisiana,2004,1.38,0.26,0.73,2.36,327.1111111,51.59689922,151.5652879,503.4666667
louisiana,2003,1.41,0.25,0.72,2.38,334.2222222,49.6124031,149.4890511,507.7333333
louisiana,2002,1.32,0.24,0.7,2.26,312.8888889,47.62790698,145.3365775,482.1333333
louisiana,2001,1.49,0.23,0.69,2.41,353.1851852,45.64341085,143.2603406,514.1333333
louisiana,2000,1.51,0.22,0.7,2.44,357.9259259,43.65891473,145.3365775,520.5333333
louisiana,1999,1.52,0.24,0.69,2.45,360.2962963,47.62790698,143.2603406,522.6666667
louisiana,1998,1.48,0.23,0.7,2.4,350.8148148,45.64341085,145.3365775,512
louisiana,1997,1.51,0.23,0.71,2.44,357.9259259,45.64341085,147.4128143,520.5333333
louisiana,1996,1.52,0.22,0.72,2.46,360.2962963,43.65891473,149.4890511,524.8
louisiana,1995,1.51,0.21,0.73,2.46,357.9259259,41.6744186,151.5652879,524.8
louisiana,1994,1.45,0.21,0.73,2.39,343.7037037,41.6744186,151.5652879,509.8666667
louisiana,1993,1.53,0.21,0.72,2.47,362.6666667,41.6744186,149.4890511,526.9333333
louisiana,1992,1.55,0.22,0.74,2.51,367.4074074,43.65891473,153.6415247,535.4666667
louisiana,1991,1.52,0.21,0.73,2.46,360.2962963,41.6744186,151.5652879,524.8
louisiana,1990,1.53,0.23,0.78,2.54,362.6666667,45.64341085,161.946472,541.8666667
louisiana,1989,1.47,0.24,0.74,2.45,348.4444444,47.62790698,153.6415247,522.6666667
louisiana,1988,1.49,0.24,0.71,2.44,353.1851852,47.62790698,147.4128143,520.5333333
louisiana,1987,1.4,0.25,0.77,2.41,331.8518519,49.6124031,159.8702352,514.1333333
louisiana,1986,1.42,0.26,0.79,2.47,336.5925926,51.59689922,164.0227088,526.9333333
louisiana,1985,1.37,0.28,0.87,2.52,324.7407407,55.56589147,180.6326034,537.6
louisiana,1984,1.42,0.29,0.95,2.66,336.5925926,57.5503876,197.242498,567.4666667
louisiana,1983,1.44,0.31,1.03,2.77,341.3333333,61.51937984,213.8523925,590.9333333
louisiana,1982,1.49,0.3,1,2.78,353.1851852,59.53488372,207.6236821,593.0666667
louisiana,1981,1.49,0.28,1.02,2.79,353.1851852,55.56589147,211.7761557,595.2
louisiana,1980,1.4,0.27,1.03,2.7,331.8518519,53.58139535,213.8523925,576
louisiana,1979,1.32,0.25,1.04,2.61,312.8888889,49.6124031,215.9286294,556.8
louisiana,1978,1.32,0.25,1.04,2.6,312.8888889,49.6124031,215.9286294,554.6666667
louisiana,1977,1.27,0.25,1,2.51,301.037037,49.6124031,207.6236821,535.4666667
maine,2018,1.34,0.44,1.07,2.85,317.6296296,87.31782946,222.1573398,608
maine,2017,1.35,0.44,1.06,2.85,320,87.31782946,220.081103,608
maine,2016,1.36,0.44,1.01,2.81,322.3703704,87.31782946,209.6999189,599.4666667
maine,2015,1.37,0.44,0.97,2.78,324.7407407,87.31782946,201.3949716,593.0666667
maine,2014,1.36,0.42,0.93,2.71,322.3703704,83.34883721,193.0900243,578.1333333
maine,2013,1.36,0.42,0.91,2.69,322.3703704,83.34883721,188.9375507,573.8666667
maine,2012,1.34,0.42,0.89,2.65,317.6296296,83.34883721,184.785077,565.3333333
maine,2011,1.31,0.42,0.87,2.6,310.5185185,83.34883721,180.6326034,554.6666667
maine,2010,1.3,0.42,0.84,2.56,308.1481481,83.34883721,174.4038929,546.1333333
maine,2009,1.31,0.42,0.82,2.55,310.5185185,83.34883721,170.2514193,544
maine,2008,1.33,0.42,0.81,2.56,315.2592593,83.34883721,168.1751825,546.1333333
maine,2007,1.35,0.42,0.8,2.57,320,83.34883721,166.0989457,548.2666667
maine,2006,1.34,0.42,0.78,2.54,317.6296296,83.34883721,161.946472,541.8666667
maine,2005,1.34,0.41,0.77,2.52,317.6296296,81.36434109,159.8702352,537.6
maine,2004,1.26,0.41,0.76,2.44,298.6666667,81.36434109,157.7939984,520.5333333
maine,2003,1.25,0.4,0.74,2.39,296.2962963,79.37984496,153.6415247,509.8666667
maine,2002,1.23,0.4,0.7,2.33,291.5555556,79.37984496,145.3365775,497.0666667
maine,2001,1.21,0.37,0.7,2.28,286.8148148,73.42635659,145.3365775,486.4
maine,2000,1.17,0.38,0.68,2.23,277.3333333,75.41085271,141.1841038,475.7333333
maine,1999,1.16,0.36,0.69,2.21,274.962963,71.44186047,143.2603406,471.4666667
maine,1998,1.14,0.33,0.69,2.17,270.2222222,65.48837209,143.2603406,462.9333333
maine,1997,1.16,0.32,0.68,2.16,274.962963,63.50387597,141.1841038,460.8
maine,1996,1.21,0.32,0.69,2.22,286.8148148,63.50387597,143.2603406,473.6
maine,1995,1.14,0.28,0.7,2.12,270.2222222,55.56589147,145.3365775,452.2666667
maine,1994,1.13,0.27,0.77,2.18,267.8518519,53.58139535,159.8702352,465.0666667
maine,1993,1.15,0.29,0.79,2.22,272.5925926,57.5503876,164.0227088,473.6
maine,1992,1.16,0.29,0.78,2.23,274.962963,57.5503876,161.946472,475.7333333
maine,1991,1.18,0.3,0.77,2.25,279.7037037,59.53488372,159.8702352,480
maine,1990,1.21,0.31,0.82,2.34,286.8148148,61.51937984,170.2514193,499.2
maine,1989,1.26,0.34,0.86,2.46,298.6666667,67.47286822,178.5563666,524.8
maine,1988,1.29,0.36,0.91,2.55,305.7777778,71.44186047,188.9375507,544
maine,1987,1.27,0.38,0.91,2.56,301.037037,75.41085271,188.9375507,546.1333333
maine,1986,1.29,0.36,0.92,2.57,305.7777778,71.44186047,191.0137875,548.2666667
maine,1985,1.29,0.33,0.94,2.56,305.7777778,65.48837209,195.1662612,546.1333333
maine,1984,1.25,0.31,1.02,2.57,296.2962963,61.51937984,211.7761557,548.2666667
maine,1983,1.32,0.29,1.03,2.64,312.8888889,57.5503876,213.8523925,563.2
maine,1982,1.3,0.3,1.02,2.62,308.1481481,59.53488372,211.7761557,558.9333333
maine,1981,1.24,0.28,1.05,2.57,293.9259259,55.56589147,218.0048662,548.2666667
maine,1980,1.32,0.28,1.06,2.66,312.8888889,55.56589147,220.081103,567.4666667
maine,1979,1.27,0.27,1.05,2.59,301.037037,53.58139535,218.0048662,552.5333333
maine,1978,1.28,0.26,1.03,2.57,303.4074074,51.59689922,213.8523925,548.2666667
maine,1977,1.35,0.23,1.02,2.6,320,45.64341085,211.7761557,554.6666667
maryland,2018,0.78,0.39,0.91,2.08,184.8888889,77.39534884,188.9375507,443.7333333
maryland,2017,0.82,0.4,0.92,2.14,194.3703704,79.37984496,191.0137875,456.5333333
maryland,2016,0.83,0.4,0.92,2.16,196.7407407,79.37984496,191.0137875,460.8
maryland,2015,0.85,0.39,0.9,2.14,201.4814815,77.39534884,186.8613139,456.5333333
maryland,2014,0.86,0.39,0.9,2.15,203.8518519,77.39534884,186.8613139,458.6666667
maryland,2013,0.89,0.39,0.9,2.18,210.962963,77.39534884,186.8613139,465.0666667
maryland,2012,0.91,0.39,0.9,2.21,215.7037037,77.39534884,186.8613139,471.4666667
maryland,2011,0.92,0.39,0.89,2.19,218.0740741,77.39534884,184.785077,467.2
maryland,2010,0.94,0.38,0.89,2.21,222.8148148,75.41085271,184.785077,471.4666667
maryland,2009,0.96,0.36,0.86,2.19,227.5555556,71.44186047,178.5563666,467.2
maryland,2008,0.99,0.36,0.84,2.19,234.6666667,71.44186047,174.4038929,467.2
maryland,2007,1.01,0.36,0.84,2.2,239.4074074,71.44186047,174.4038929,469.3333333
maryland,2006,1.01,0.34,0.83,2.18,239.4074074,67.47286822,172.3276561,465.0666667
maryland,2005,1.02,0.34,0.81,2.16,241.7777778,67.47286822,168.1751825,460.8
maryland,2004,1.03,0.33,0.79,2.15,244.1481481,65.48837209,164.0227088,458.6666667
maryland,2003,1.03,0.32,0.77,2.12,244.1481481,63.50387597,159.8702352,452.2666667
maryland,2002,1.06,0.31,0.76,2.12,251.2592593,61.51937984,157.7939984,452.2666667
maryland,2001,1.06,0.3,0.75,2.11,251.2592593,59.53488372,155.7177616,450.1333333
maryland,2000,1.04,0.3,0.75,2.09,246.5185185,59.53488372,155.7177616,445.8666667
maryland,1999,1.04,0.3,0.74,2.08,246.5185185,59.53488372,153.6415247,443.7333333
maryland,1998,1.05,0.3,0.73,2.08,248.8888889,59.53488372,151.5652879,443.7333333
maryland,1997,1.08,0.29,0.73,2.11,256,57.5503876,151.5652879,450.1333333
maryland,1996,1.05,0.29,0.74,2.08,248.8888889,57.5503876,153.6415247,443.7333333
maryland,1995,1.07,0.28,0.74,2.09,253.6296296,55.56589147,153.6415247,445.8666667
maryland,1994,1.09,0.28,0.78,2.15,258.3703704,55.56589147,161.946472,458.6666667
maryland,1993,1.1,0.28,0.8,2.19,260.7407407,55.56589147,166.0989457,467.2
maryland,1992,1.11,0.29,0.86,2.26,263.1111111,57.5503876,178.5563666,482.1333333
maryland,1991,1.15,0.3,0.89,2.33,272.5925926,59.53488372,184.785077,497.0666667
maryland,1990,1.22,0.33,0.96,2.51,289.1851852,65.48837209,199.3187348,535.4666667
maryland,1989,1.2,0.34,0.97,2.52,284.4444444,67.47286822,201.3949716,537.6
maryland,1988,1.24,0.36,1,2.6,293.9259259,71.44186047,207.6236821,554.6666667
maryland,1987,1.28,0.38,1.06,2.71,303.4074074,75.41085271,220.081103,578.1333333
maryland,1986,1.28,0.38,1.07,2.73,303.4074074,75.41085271,222.1573398,582.4
maryland,1985,1.3,0.36,1.14,2.8,308.1481481,71.44186047,236.6909976,597.3333333
maryland,1984,1.31,0.36,1.17,2.84,310.5185185,71.44186047,242.919708,605.8666667
maryland,1983,1.34,0.35,1.2,2.89,317.6296296,69.45736434,249.1484185,616.5333333
maryland,1982,1.27,0.32,1.16,2.76,301.037037,63.50387597,240.8434712,588.8
maryland,1981,1.39,0.34,1.33,3.06,329.4814815,67.47286822,276.1394972,652.8
maryland,1980,1.41,0.33,1.35,3.08,334.2222222,65.48837209,280.2919708,657.0666667
